"time","lowpassButterworth1.y"
0,0
0,0
0,0
5.050356284942133e-5,0.00428504118281999
5.050356284942133e-5,0.00428504118281999
5.2241807465039754e-5,0.004877497264288456
5.2241807465039754e-5,0.004877497264288456
5.650533876561014e-5,0.006580298491878856
5.650533876561014e-5,0.006580298491878856
6.671007921995163e-5,0.012348429926759944
6.671007921995163e-5,0.012348429926759944
1.953125e-4,0.576507258544816
1.953125e-4,0.576507258544816
3.90625e-4,4.362384751497295
3.90625e-4,4.362384751497295
5.859375e-4,9.74428778378411
5.859375e-4,9.74428778378411
7.8125e-4,12.904838229971793
7.8125e-4,12.904838229971793
9.765625e-4,13.129068312731006
9.765625e-4,13.129068312731006
0.001,13.037286799878421
0.001171875,12.2027640581781
0.001171875,12.2027640581781
0.0013671875,11.66634352821284
0.0013671875,11.66634352821284
0.0015625,11.74863095822357
0.0015625,11.74863095822357
0.0017578125,11.999929794450813
0.0017578125,11.999929794450813
0.001953125,12.099218499167387
0.001953125,12.099218499167387
0.002,12.096618160512401
0.0021484375,12.05284566592635
0.0021484375,12.05284566592635
0.00234375,11.989255267269288
0.00234375,11.989255267269288
0.0025390625,11.973664810472796
0.0025390625,11.973664810472796
0.002734375,11.990260404949808
0.002734375,11.990260404949808
0.0029296875,12.005138295906058
0.0029296875,12.005138295906058
0.003,12.007039619884623
0.003125,12.006525970884804
0.003125,12.006525970884804
0.0033203125,12.001444908268184
0.0033203125,12.001444908268184
0.003515625,11.998213473710344
0.003515625,11.998213473710344
0.0037109375,11.998489582805759
0.0037109375,11.998489582805759
0.00390625,11.99989898872203
0.00390625,11.99989898872203
0.004,12.000342270783356
0.0041015625,12.000537002056822
0.0041015625,12.000537002056822
0.004296875,12.000323700712922
0.004296875,12.000323700712922
0.0044921875,11.999961393583977
0.0044921875,11.999961393583977
0.0046875,11.99985302470771
0.0046875,11.99985302470771
0.0048828125,11.99993730428358
0.0048828125,11.99993730428358
0.005,11.999997460324728
0.005078125,12.000024273670098
0.005078125,12.000024273670098
0.0052734375,12.000037357840224
0.0052734375,12.000037357840224
0.00546875,12.000010283985116
0.00546875,12.000010283985116
0.0056640625,11.99999083856871
0.0056640625,11.99999083856871
0.005859375,11.99999113024834
0.005859375,11.99999113024834
0.006,11.99999679969153
0.0060546875,11.999998887063905
0.0060546875,11.999998887063905
0.00625,12.000002879136808
0.00625,12.000002879136808
0.0064453125,12.000001959537178
0.0064453125,12.000001959537178
0.006640625,11.999999911562883
0.006640625,11.999999911562883
0.0068359375,11.999999186807452
0.0068359375,11.999999186807452
0.007,11.99999950665067
0.00703125,11.999999603692876
0.00703125,11.999999603692876
0.0072265625,12.000000108380833
0.0072265625,12.000000108380833
