"time","lowpassButterworth1.y"
0,0
0,0
0,0
5.0506216999615157e-5,3.906665894697779e-5
5.0506216999615157e-5,3.906665894697779e-5
5.2243939468552656e-5,4.465123758724719e-5
5.2243939468552656e-5,4.465123758724719e-5
5.6507027566592976e-5,6.085268844755066e-5
5.6507027566592976e-5,6.085268844755066e-5
6.671100791322455e-5,1.1702140500316342e-4
6.671100791322455e-5,1.1702140500316342e-4
1.953125e-4,0.007554060174500716
1.953125e-4,0.007554060174500716
3.90625e-4,0.09877537703293203
3.90625e-4,0.09877537703293203
5.859375e-4,0.4060323299108482
5.859375e-4,0.4060323299108482
7.8125e-4,1.0351876631329318
7.8125e-4,1.0351876631329318
9.765625e-4,2.025409406623863
9.765625e-4,2.025409406623863
0.001,2.1676199734377604
0.001171875,3.343856574216801
0.001171875,3.343856574216801
0.0013671875,4.90052536642026
0.0013671875,4.90052536642026
0.0015625,6.571964075503745
0.0015625,6.571964075503745
0.0017578125,8.22630629403201
0.0017578125,8.22630629403201
0.001953125,9.744259350485692
0.001953125,9.744259350485692
0.002,10.07735439602519
0.0021484375,11.033960658931859
0.0021484375,11.033960658931859
0.00234375,12.03871983427822
0.00234375,12.03871983427822
0.0025390625,12.73821917111749
0.0025390625,12.73821917111749
0.002734375,13.144690063867623
0.002734375,13.144690063867623
0.0029296875,13.295612166948802
0.0029296875,13.295612166948802
0.003,13.297446250203766
0.003125,13.244847159142665
0.003125,13.244847159142665
0.0033203125,13.053567943583767
0.0033203125,13.053567943583767
0.003515625,12.78225512986576
0.003515625,12.78225512986576
0.0037109375,12.484468161824424
0.0037109375,12.484468161824424
0.00390625,12.20278851012454
0.00390625,12.20278851012454
0.004,12.082511897140385
0.0041015625,11.966850494043792
0.0041015625,11.966850494043792
0.004296875,11.79330696943834
0.004296875,11.79330696943834
0.0044921875,11.687215173671946
0.0044921875,11.687215173671946
0.0046875,11.64439046251856
0.0046875,11.64439046251856
0.0048828125,11.65422573207278
0.0048828125,11.65422573207278
0.005,11.679572732759901
0.005078125,11.702542937490309
0.005078125,11.702542937490309
0.0052734375,11.774153890777095
0.0052734375,11.774153890777095
0.00546875,11.854883445393185
0.00546875,11.854883445393185
0.0056640625,11.932985972606724
0.0056640625,11.932985972606724
0.005859375,11.999922658620683
0.005859375,11.999922658620683
0.006,12.03819602757426
0.0060546875,12.050567521162876
0.0060546875,12.050567521162876
0.00625,12.082967235946043
0.00625,12.082967235946043
0.0064453125,12.09778906109016
0.0064453125,12.09778906109016
0.006640625,12.097596776841804
0.006640625,12.097596776841804
0.0068359375,12.086084664913653
0.0068359375,12.086084664913653
0.007,12.070677340258683
0.00703125,12.067365999565627
