"time","lowpassButterworth1.y"
0,0
0,0
0,0
5.037454309849318e-5,0.13937776040612085
5.037454309849318e-5,0.13937776040612085
5.212585877790234e-5,0.1488433552669476
5.212585877790234e-5,0.1488433552669476
5.6412697684352065e-5,0.1732058935659145
5.6412697684352065e-5,0.1732058935659145
6.66452226381821e-5,0.23802122085345898
6.66452226381821e-5,0.23802122085345898
1.953125e-4,1.675658158862416
1.953125e-4,1.675658158862416
3.90625e-4,4.898301535925798
3.90625e-4,4.898301535925798
5.859375e-4,7.984205490557397
5.859375e-4,7.984205490557397
7.8125e-4,10.259799496947418
7.8125e-4,10.259799496947418
9.765625e-4,11.639932997881855
9.765625e-4,11.639932997881855
0.001,11.752790250484647
0.001171875,12.307328967645807
0.001171875,12.307328967645807
0.0013671875,12.512567258971284
0.0013671875,12.512567258971284
0.0015625,12.473682539323129
0.0015625,12.473682539323129
0.0017578125,12.341779053759142
0.0017578125,12.341779053759142
0.001953125,12.203003950495638
0.001953125,12.203003950495638
0.002,12.173633344542502
0.0021484375,12.095201230884612
0.0021484375,12.095201230884612
0.00234375,12.026706239246144
0.00234375,12.026706239246144
0.0025390625,11.991425221244937
0.0025390625,11.991425221244937
0.002734375,11.978704421707436
0.002734375,11.978704421707436
0.0029296875,11.978558957859743
0.0029296875,11.978558957859743
0.003,11.980092773485852
0.003125,11.98372931881061
0.003125,11.98372931881061
0.0033203125,11.98987024549795
0.0033203125,11.98987024549795
0.003515625,11.994920359481304
0.003515625,11.994920359481304
0.0037109375,11.998280301048764
0.0037109375,11.998280301048764
0.00390625,12.000110822669717
0.00390625,12.000110822669717
0.004,12.000573251539445
0.0041015625,12.00085241368752
0.0041015625,12.00085241368752
0.004296875,12.000955809471954
0.004296875,12.000955809471954
0.0044921875,12.000766016625395
0.0044921875,12.000766016625395
0.0046875,12.000499419752503
0.0046875,12.000499419752503
0.0048828125,12.000265622823266
0.0048828125,12.000265622823266
0.005,12.000158855671819
0.005078125,12.000102641368398
0.005078125,12.000102641368398
0.0052734375,12.000009155010975
0.0052734375,12.000009155010975
0.00546875,11.999967652097196
0.00546875,11.999967652097196
0.0056640625,11.99995812384165
0.0056640625,11.99995812384165
0.005859375,11.999964337990146
0.005859375,11.999964337990146
0.006,11.999972376798533
0.0060546875,11.999975650296333
0.0060546875,11.999975650296333
0.00625,11.999986341870176
0.00625,11.999986341870176
0.0064453125,11.999994164117368
0.0064453125,11.999994164117368
0.006640625,11.999998874099497
0.006640625,11.999998874099497
0.0068359375,12.000001129055114
0.0068359375,12.000001129055114
0.007,12.000001766747577
0.00703125,12.000001801298998
0.00703125,12.000001801298998
0.0072265625,12.000001644361873
0.0072265625,12.000001644361873
