"time","adu1.real_o"
0,9
0,9
0,9
5.050356284942133e-5,9
5.050356284942133e-5,9
5.2241807465039754e-5,9
5.2241807465039754e-5,9
5.650533876561014e-5,9
5.650533876561014e-5,9
6.671007921995163e-5,9
6.671007921995163e-5,9
1.953125e-4,9
1.953125e-4,9
3.90625e-4,9
3.90625e-4,9
5.859375e-4,9
5.859375e-4,9.744287783453307
7.8125e-4,9.744287783453307
7.8125e-4,12.904838230438726
9.765625e-4,12.904838230438726
9.765625e-4,13.129068312730888
0.001,13.129068312730888
0.001171875,13.129068312730888
0.001171875,12.202764058300007
0.0013671875,12.202764058300007
0.0013671875,11.666343528466845
0.0015625,11.666343528466845
0.0015625,11.748630958783586
0.0017578125,11.748630958783586
0.0017578125,11.999929793877511
0.001953125,11.999929793877511
0.001953125,12.099218499637027
0.002,12.099218499637027
0.0021484375,12.099218499637027
0.0021484375,12.052845666430155
0.00234375,12.052845666430155
0.00234375,11.989255266960072
0.0025390625,11.989255266960072
0.0025390625,11.973664811107717
0.002734375,11.973664811107717
0.002734375,11.990260405230863
0.0029296875,11.990260405230863
0.0029296875,12.005138295936664
0.003,12.005138295936664
0.003125,12.005138295936664
0.003125,12.006525970298453
0.0033203125,12.006525970298453
0.0033203125,12.001444908092136
0.003515625,12.001444908092136
0.003515625,11.998213473474191
0.0037109375,11.998213473474191
0.0037109375,11.998489583143613
0.00390625,11.998489583143613
0.00390625,11.999898988986365
0.004,11.999898988986365
0.0041015625,11.999898988986365
0.0041015625,12.000537002692123
0.004296875,12.000537002692123
0.004296875,12.000323700020164
0.0044921875,12.000323700020164
0.0044921875,11.999961393652475
0.0046875,11.999961393652475
0.0046875,11.999853024026345
0.0048828125,11.999853024026345
0.0048828125,11.999937304062755
0.005,11.999937304062755
0.005078125,11.999937304062755
0.005078125,12.000024273293098
0.0052734375,12.000024273293098
0.0052734375,12.000037357443953
0.00546875,12.000037357443953
0.00546875,12.000010283896701
0.0056640625,12.000010283896701
0.0056640625,11.99999083788134
0.005859375,11.99999083788134
0.005859375,11.999991129850967
0.006,11.999991129850967
0.0060546875,11.999991129850967
0.0060546875,11.999998887302354
0.00625,11.999998887302354
0.00625,12.000002878485247
0.0064453125,12.000002878485247
0.0064453125,12.000001959269866
0.006640625,12.000001959269866
0.006640625,11.999999911291525
0.0068359375,11.999999911291525
0.0068359375,11.9999991862569
0.007,11.9999991862569
0.00703125,11.9999991862569
0.00703125,11.999999603955075
0.0072265625,11.999999603955075
0.0072265625,12.00000010826625
0.007421875,12.00000010826625
0.007421875,12.000000213040039
0.0076171875,12.000000213040039
0.0076171875,12.000000071944669
0.0078125,12.000000071944669
0.0078125,11.99999995320104
0.008,11.99999995320104
0.0080078125,11.99999995320104
0.0080078125,11.999999946216121
0.008203125,11.999999946216121
0.008203125,11.999999989522621
0.0083984375,11.999999989522621
0.0083984375,12.000000016065314
0.00859375,12.000000016065314
0.00859375,12.000000013271347
0.0087890625,12.000000013271347
0.0087890625,12.000000000698492
0.008984375,12.000000000698492
0.008984375,11.999999995110556
0.009,11.999999995110556
0.0091796875,11.999999995110556
0.0091796875,11.999999997904524
0.009375,11.999999997904524
0.009375,12.000000000698492
0.0095703125,12.000000000698492
0.0095703125,12.000000000698492
0.009765625,12.000000000698492
0.009765625,12.000000000698492
0.0099609375,12.000000000698492
0.0099609375,11.999999999301508
0.01,11.999999999301508
0.01015625,11.999999999301508
0.01015625,11.999999999301508
0.0103515625,11.999999999301508
0.0103515625,11.999999999301508
0.010546875,11.999999999301508
0.010546875,12.000000000698492
0.0107421875,12.000000000698492
0.0107421875,12.000000000698492
0.0109375,12.000000000698492
0.0109375,12.000000000698492
0.011,12.000000000698492
0.0111328125,12.000000000698492
0.0111328125,11.999999999301508
0.011328125,11.999999999301508
0.011328125,11.999999999301508
0.0115234375,11.999999999301508
0.0115234375,12.000000000698492
0.01171875,12.000000000698492
0.01171875,12.000000000698492
0.0119140625,12.000000000698492
0.0119140625,12.000000000698492
0.012,12.000000000698492
0.012109375,12.000000000698492
0.012109375,11.999999999301508
0.0123046875,11.999999999301508
0.0123046875,11.999999999301508
0.0125,11.999999999301508
0.0125,11.999999999301508
0.0126953125,11.999999999301508
0.0126953125,12.000000000698492
0.012890625,12.000000000698492
0.012890625,12.000000000698492
0.013,12.000000000698492
0.0130859375,12.000000000698492
0.0130859375,12.000000000698492
0.01328125,12.000000000698492
0.01328125,11.999999999301508
0.0134765625,11.999999999301508
0.0134765625,11.999999999301508
0.013671875,11.999999999301508
0.013671875,11.999999999301508
0.0138671875,11.999999999301508
0.0138671875,12.000000000698492
0.014,12.000000000698492
0.0140625,12.000000000698492
0.0140625,12.000000000698492
0.0142578125,12.000000000698492
0.0142578125,12.000000000698492
0.014453125,12.000000000698492
0.014453125,11.999999999301508
0.0146484375,11.999999999301508
0.0146484375,11.999999999301508
0.01484375,11.999999999301508
0.01484375,12.000000000698492
0.015,12.000000000698492
0.0150390625,12.000000000698492
0.0150390625,12.000000000698492
0.015234375,12.000000000698492
0.015234375,12.000000000698492
0.0154296875,12.000000000698492
0.0154296875,12.000000000698492
0.015625,12.000000000698492
0.015625,12.000000000698492
0.0158203125,12.000000000698492
0.0158203125,12.000000000698492
0.016,12.000000000698492
0.016015625,12.000000000698492
0.016015625,12.000000000698492
0.0162109375,12.000000000698492
0.0162109375,12.000000000698492
0.01640625,12.000000000698492
0.01640625,12.000000000698492
0.0166015625,12.000000000698492
0.0166015625,12.000000000698492
0.016796875,12.000000000698492
0.016796875,12.000000000698492
0.0169921875,12.000000000698492
0.0169921875,12.000000000698492
0.017,12.000000000698492
0.0171875,12.000000000698492
0.0171875,12.000000000698492
0.0173828125,12.000000000698492
0.0173828125,12.000000000698492
0.017578125,12.000000000698492
0.017578125,12.000000000698492
0.0177734375,12.000000000698492
0.0177734375,12.000000000698492
0.01796875,12.000000000698492
0.01796875,12.000000000698492
0.018,12.000000000698492
0.0181640625,12.000000000698492
0.0181640625,12.000000000698492
0.018359375,12.000000000698492
0.018359375,12.000000000698492
0.0185546875,12.000000000698492
0.0185546875,12.000000000698492
0.01875,12.000000000698492
0.01875,12.000000000698492
0.0189453125,12.000000000698492
0.0189453125,12.000000000698492
0.019,12.000000000698492
0.019140625,12.000000000698492
0.019140625,12.000000000698492
0.0193359375,12.000000000698492
0.0193359375,12.000000000698492
0.01953125,12.000000000698492
0.01953125,12.000000000698492
0.0197265625,12.000000000698492
0.0197265625,12.000000000698492
0.019921875,12.000000000698492
0.019921875,12.000000000698492
0.02,12.000000000698492
0.0201171875,12.000000000698492
0.0201171875,12.000000000698492
0.020226302495608847,12.000000000698492
0.020226302495608847,12.000000000698492
0.020232477401330072,12.000000000698492
0.020232477401330072,12.000000000698492
0.020234828512851775,12.000000000698492
0.020234828512851775,12.000000000698492
0.020236347945594986,12.000000000698492
0.020236347945594986,12.000000000698492
0.020237679898868054,12.000000000698492
0.020237679898868054,12.000000000698492
0.020239189827927793,12.000000000698492
0.020239189827927793,12.000000000698492
0.020241481153603514,12.000000000698492
0.020241481153603514,12.000000000698492
0.020247088759602915,12.000000000698492
0.020247088759602915,12.000000000698492
0.0203125,12.000000000698492
0.0203125,12.000000000698492
0.02043171924225696,12.000000000698492
0.02043171924225696,12.000000000698492
0.0205078125,12.000000000698492
0.0205078125,12.000000000698492
0.020703125,12.000000000698492
0.020703125,12.000002847751603
0.0208984375,12.000002847751603
0.0208984375,12.000037284800792
0.021,12.000037284800792
0.02109375,12.000037284800792
0.02109375,12.000107789179335
0.021223007000108325,12.000107789179335
0.021223007000108325,12.000107789179335
0.0212890625,12.000107789179335
0.0212890625,12.000107001280437
0.021484375,12.000107001280437
0.021484375,11.999972055433311
0.0216796875,11.999972055433311
0.0216796875,11.999849525978753
0.021875,11.999849525978753
0.021875,11.999916535103674
0.022,11.999916535103674
0.0220703125,11.999916535103674
0.0220703125,12.000089516630418
0.022265625,12.000089516630418
0.022265625,12.00010464037771
0.0224609375,12.00010464037771
0.0224609375,11.999911454273366
0.02265625,11.999911454273366
0.02265625,11.999770339345506
0.0228515625,11.999770339345506
0.0228515625,11.999896255088945
0.023,11.999896255088945
0.023046875,11.999896255088945
0.023046875,12.000152752501926
0.0232421875,12.000152752501926
0.0232421875,12.00021505379123
0.0234375,12.00021505379123
0.0234375,12.000015131430704
0.0236328125,12.000015131430704
0.0236328125,11.99985195952464
0.023828125,11.99985195952464
0.023828125,11.999973629834123
0.024,11.999973629834123
0.0240234375,11.999973629834123
0.0240234375,12.000199341913731
0.02421875,12.000199341913731
0.02421875,12.000170737272168
0.0244140625,12.000170737272168
0.0244140625,11.999900003196649
0.024609375,11.999900003196649
0.024609375,11.999760986538549
0.0248046875,11.999760986538549
0.0248046875,11.999925914453325
0.025,11.999925914453325
0.025,12.000116805313182
0.0251953125,12.000116805313182
0.0251953125,12.000046636210765
0.025390625,12.000046636210765
0.025390625,11.99984884844158
0.0255859375,11.99984884844158
0.0255859375,11.999849986983428
0.02578125,11.999849986983428
0.02578125,12.000067433109523
0.0259765625,12.000067433109523
0.0259765625,12.000198559602769
0.026,12.000198559602769
0.026171875,12.000198559602769
0.026171875,12.000090759946055
0.0263671875,12.000090759946055
0.0263671875,11.999946092488232
0.0265625,11.999946092488232
0.0265625,11.999973492929705
0.0267578125,11.999973492929705
0.0267578125,12.000077065313253
0.026953125,12.000077065313253
0.026953125,12.000056771328687
0.027,12.000056771328687
0.0271484375,12.000056771328687
0.0271484375,11.999936161329956
0.02734375,11.999936161329956
0.02734375,11.999887401005227
0.0275390625,11.999887401005227
0.0275390625,11.999943960690858
0.027734375,11.999943960690858
0.027734375,11.999989175470542
0.0279296875,11.999989175470542
0.0279296875,11.999976838706056
0.028,11.999976838706056
0.028125,11.999976838706056
0.028125,11.999979265267024
0.0283203125,11.999979265267024
0.0283203125,12.00002604606562
0.028515625,12.00002604606562
0.028515625,12.000055317068485
0.0287109375,12.000055317068485
